Date,Open,High,Low,Close,Adj Close,Volume
2016-08-11,496.27084400000007,506.62271100000004,495.10687300000006,502.288818,489.428925,6539201.0
2016-08-12,503.72518899999994,516.553589,503.72518899999994,513.036926,499.90185499999995,7552641.0
2016-08-16,513.259827,517.49469,502.982239,507.638092,494.64126600000003,6169134.0
2016-08-17,507.24185199999994,509.56979400000006,498.87118499999997,501.89254800000003,489.042816,7147050.0
2016-08-18,503.22988899999996,507.01898200000005,503.22988899999996,504.24527,491.33529699999997,3576481.0
2016-08-19,504.22049000000004,506.201721,498.82165499999996,502.68505899999997,489.81500199999994,3774054.0
2016-08-22,501.24865700000004,505.0625,498.87118499999997,501.17437699999994,488.342987,3084774.0
2016-08-23,501.24865700000004,502.73458899999997,497.781525,500.48092699999995,487.66735800000004,3378378.0
2016-08-24,501.10006699999997,506.176941,500.75335700000005,505.458771,492.5177,4024092.0
2016-08-25,505.805481,509.668854,499.76275599999997,501.595367,488.75323499999996,6904382.0
2016-08-26,504.170959,510.56039400000003,502.53646900000007,509.124023,496.08911100000006,4448703.0
2016-08-29,508.802063,524.899475,508.23245199999997,523.760254,510.350616,7473162.0
2016-08-30,526.013916,529.2333980000001,521.556152,528.1932370000001,514.670105,8385786.0
2016-08-31,527.450317,531.957581,518.584351,525.023315,511.581299,10750870.0
2016-09-01,521.556152,531.33844,508.034332,509.76791399999996,496.71655300000003,19669605.0
2016-09-02,510.708984,511.42718499999995,496.444214,501.917328,489.06695599999995,12979505.0
2016-09-06,505.16155999999995,507.687622,502.73458899999997,505.16155999999995,492.228088,5312062.0
2016-09-07,506.201721,508.703003,501.768738,504.04715,491.14221200000003,5966010.0
2016-09-08,506.721771,513.1112059999999,505.31015,511.848175,498.74352999999996,5633288.0
2016-09-09,512.6406860000001,520.0207519999999,510.164154,517.37085,504.12478600000003,7047053.0
2016-09-12,510.362274,523.042114,509.743134,518.33667,505.06594800000005,15545572.0
2016-09-14,519.079651,524.528015,515.562988,517.4699099999999,504.221313,8586131.0
2016-09-15,518.584351,530.075439,518.584351,527.499817,513.994385,14477715.0
2016-09-16,528.490417,541.789368,524.5775150000001,532.725281,519.086121,18148264.0
2016-09-19,531.23938,538.891846,530.47168,536.118164,522.392151,7696922.0
2016-09-20,536.910645,537.282104,529.505798,532.056641,518.434631,5321678.0
2016-09-21,531.957581,537.3563839999999,529.481079,531.09082,517.493469,5050374.0
2016-09-22,536.415344,542.755249,534.434082,539.3623660000001,525.553345,8658390.0
2016-09-23,539.387146,549.516113,539.387146,546.222351,532.237671,14346160.0
2016-09-26,546.5195309999999,559.4717410000001,544.959351,548.401672,534.361145,17635483.0
2016-09-27,553.255676,557.6886599999999,548.1044919999999,550.036194,535.953796,8941345.0
2016-09-28,548.748413,548.7979740000001,538.049805,540.2044070000001,526.3738400000001,11454533.0
2016-09-29,542.359009,550.160034,528.688538,531.18988,517.590027,9811623.0
2016-09-30,528.985718,542.136108,528.143738,536.762024,523.0195309999999,5168744.0
2016-10-03,538.3965450000001,548.773193,533.072021,540.229187,526.397888,8364763.0
2016-10-04,541.3931269999999,548.946533,540.8730469999999,543.027649,529.1247559999999,6051915.0
2016-10-05,546.816711,548.054993,537.802185,539.585266,525.770447,4979551.0
